Z,长度,cy_count,人均消费_,data_point,r/s_均值,rent_area_,sell_area_,lng,lat
248,3985.068536,,,1,1221.779272,31.18366049,38099.55,325590,3450011
254,2991.811501,,,,,,,326590,3450011
309,1338.433734,,,,,,,327590,3450011
178,3148.978946,,,2,931.733711,39.85998193,37138.88889,328590,3450011
284,2328.668243,,,,,,,329590,3450011
2672,2756.980603,,,,,,,330590,3450011
330,3823.07966,,,,,,,331590,3450011
207,3701.989931,23,25,,,,,332590,3450011
11294,4613.989179,10,27,1,990.9961648,37.82895046,37488.34483,333590,3450011
10261,10340.27412,112,0,7,662.0598269,95.38148583,63148.25,334590,3450011
7123,9887.089082,209,68,6,632.2915026,71.32489495,45098.125,335590,3450011
9936,5140.860846,19,89,6,996.5113087,37.95340772,37821,336590,3450011
3980,7674.178573,3,61,8,683.3297185,83.5382468,57084.16667,337590,3450011
9073,13248.76045,17,0,2,508.5752846,142.907849,72679.4,338590,3450011
9938,5912.270364,1,0,7,573.8698508,88.0948876,50555,339590,3450011
13832,4740.885059,,,1,797.2113208,55.78947368,44476,340590,3450011
13832,9917.043392,49,15,4,766.753427,76.76196536,58857.5,341590,3450011
13832,12898.68896,93,0,5,578.3460317,79.69709736,46092.5,342590,3450011
13832,10365.24228,135,0,24,715.2438617,74.12017472,53014,343590,3450011
13832,12368.37549,462,128,5,847.1151585,103.9008677,88016,344590,3450011
13832,9305.647954,128,155,21,787.7899805,94.60516361,74529,345590,3450011
20666,16044.85288,64,0,6,512.96388,139.6648045,71643,346590,3450011
20666,15538.96978,58,0,1,513.4257128,129.1450707,66306.4,347590,3450011
20666,11964.91698,299,95,,,,,348590,3450011
20666,15782.14198,112,36,9,576.6546381,111.4098383,64245,349590,3450011
20666,13733.75983,390,0,22,424.9276517,108.6265962,46158.44444,350590,3450011
20666,11214.70304,129,15,36,526.4656578,136.6053017,71918,351590,3450011
11532,11676.4157,28,0,22,921.2846523,78.08878594,71942,352590,3450011
18687,3420.150388,,,11,891.0072383,90.66873593,80786.5,353590,3450011
18687,10352.38937,10,15,,,,,354590,3450011
18687,10354.61861,109,0,9,538.4986943,125.6196175,67646,355590,3450011
21435,14266.56267,142,71,13,673.7414102,82.55721475,55622.21429,356590,3450011
21435,16876.71529,24,173,11,556.4607794,105.4210866,58662.7,357590,3450011
21435,9507.148912,27,35,9,791.1950009,78.61489799,62199.71429,358590,3450011
21435,7817.633105,14,0,3,868.2436522,99.4543078,86350.57143,359590,3450011
15897,11452.31449,11,0,11,890.5265907,67.04123226,59702,360590,3450011
5924,10247.75845,42,90,16,790.1720074,60.68821035,47954.125,361590,3450011
13352,9992.758746,31,60,8,776.2868893,64.80838553,50309.9,362590,3450011
210,5735.56845,1,75,,,,,363590,3450011
146,3370.664731,1,0,,,,,364590,3450011
180,3133.942226,4,0,,,,,365590,3450011
180,3339.518361,14,92,,,,,366590,3450011
72,2806.259576,1,92,1,453.348,111.1111111,50372,367590,3450011
120,11200.18689,1,0,,,,,368590,3450011
120,9257.12643,10,0,2,757.5301395,97.80820961,74092.66667,369590,3450011
2127,7793.398829,1,0,,,,,370590,3450011
176,7278.741029,,,,,,,371590,3450011
155,7618.464271,,,,,,,372590,3450011
148,6333.881793,1,0,1,492.0087338,103.1699165,50760.5,373590,3450011
180,5855.116633,8,0,,,,,374590,3450011
198,3934.434057,4,0,4,733.8822537,60.56097525,44444.625,375590,3450011
142,4189.472505,,,2,861.8514271,70.24326624,60539.25926,376590,3450011
2692,2858.295014,,,,,,,377590,3450011
1401,5469.706419,,,,,,,378590,3450011
3784,5329.850049,24,54,1,945.6321895,36.67182224,34678.05556,379590,3450011
1754,9606.467185,50,0,6,1175.154656,25.90505368,30442.44444,380590,3450011
8226,4986.316227,4,90,3,876.4317246,35.51000042,31122.09091,381590,3450011
11075,4535.418527,1,0,,,,,382590,3450011
10942,5166.733664,1,0,,,,,383590,3450011
6924,5842.201974,1,80,,,,,384590,3450011
8494,3106.901471,,,,,,,385590,3450011
6321,864.0086817,,,,,,,386590,3450011
227,29.03575224,,,,,,,315590,3451011
304,1810.518809,,,,,,,316590,3451011
18122,1297.875099,,,,,,,317590,3451011
18122,2788.127613,1,0,1,965.9187601,47.96538651,46330.66667,318590,3451011
1102,1432.089974,,,,,,,319590,3451011
4514,4062.415117,8,0,1,1184.004,27.77777778,32889,320590,3451011
4834,3837.232578,19,0,2,765.7589694,39.32532292,30113.71875,321590,3451011
13911,2954.769239,,,,,,,322590,3451011
231,2081.439852,,,,,,,323590,3451011
294,5306.386915,4,50,,,,,324590,3451011
241,4222.295345,3,0,,,,,325590,3451011
205,4597.822203,4,0,,,,,326590,3451011
239,5957.902665,2,0,,,,,327590,3451011
245,4162.109782,,,,,,,328590,3451011
316,4195.1407,,,,,,,329590,3451011
2672,1847.11051,3,0,,,,,330590,3451011
329,3622.598493,30,0,,,,,331590,3451011
126,1562.717286,3,28,,,,,332590,3451011
5484,3374.28094,26,0,,,,,333590,3451011
20097,4737.722863,12,0,1,661.7349553,92.97118917,61522.28571,334590,3451011
16899,5770.043354,,,11,887.5124148,73.31953775,65072,335590,3451011
10672,5709.652232,15,0,4,680.7677419,67.21088146,45755,336590,3451011
12096,4842.289117,24,0,,,,,337590,3451011
2057,9159.61639,7,0,4,824.2944772,77.22186345,63653.55556,338590,3451011
9747,2735.77757,10,0,20,581.2509038,73.48756622,42714.71429,339590,3451011
12300,3437.07741,,,,,,,340590,3451011
13832,2211.578744,6,0,,,,,341590,3451011
13832,15967.04557,55,46,,,,,342590,3451011
13832,16229.28188,84,0,10,488.3750332,100.0494575,48861.65714,343590,3451011
13832,18724.28874,259,0,18,735.0180893,82.85250635,60898.09091,344590,3451011
6117,17088.06435,132,35,16,676.4945687,99.29606697,67173.25,345590,3451011
20666,11019.69522,107,0,1,721.0711899,167.7282378,120944,346590,3451011
20666,13911.09492,47,0,35,629.3624445,92.79772016,58403.4,347590,3451011
20666,13635.95455,147,0,1,648.0497844,116.6723181,75609.47059,348590,3451011
20666,11954.32852,304,0,18,624,92.5,57720,349590,3451011
20666,12203.33979,155,0,18,667.105031,114.5286703,76402.65217,350590,3451011
20666,11663.14321,267,0,13,637.4996766,109.8337028,70018.95,351590,3451011
20661,4418.839368,307,0,21,421.9233445,157.2592135,66351.33333,352590,3451011
12587,3801.594217,7,84,8,765.5848862,202.034422,154674.5,353590,3451011
18687,17658.79445,3,894,,,,,354590,3451011
18687,13987.3924,105,15,2,597.2063177,105.6259757,63080.5,355590,3451011
18687,15104.06367,43,23,13,812.9946317,72.76308809,59156,356590,3451011
18687,15093.49771,29,0,22,617.2035194,101.1123348,62406.88889,357590,3451011
21435,14089.05305,58,0,15,802.1010371,93.69031647,75149.1,358590,3451011
18687,12334.30647,111,50,13,604.3962943,94.94338716,57383.43137,359590,3451011
21435,14388.45244,21,24,11,865.7868164,102.3701912,88630.7619,360590,3451011
20143,11728.00734,39,0,12,851.4669463,91.1487232,77610.125,361590,3451011
14008,15670.02575,49,176,16,860.2719513,86.46707577,74385.2,362590,3451011
2247,5408.142715,4,0,19,726.6997286,74.07705513,53831.77586,363590,3451011
7089,8073.750886,1,39,,,,,364590,3451011
180,8796.088161,8,103,,,,,365590,3451011
287,9133.1592,13,0,,,,,366590,3451011
186,2580.067624,22,123,1,484.3888394,124.4287316,60271.88889,367590,3451011
4937,5609.90161,3,85,2,858.3967598,100.5281887,86293.07143,368590,3451011
1834,7358.389789,27,0,4,556.8223986,130.8575233,72864.4,369590,3451011
8135,2390.303714,,,3,820.5896946,56.18260129,46102.86364,370590,3451011
2039,9986.842718,2,0,,,,,371590,3451011
180,5868.805397,,,,,,,372590,3451011
1371,4235.156472,5,0,,,,,373590,3451011
2060,9241.938089,67,87,,,,,374590,3451011
198,9394.267291,149,36,3,854.2104588,53.74926208,45913.18182,375590,3451011
180,7678.104648,19,0,3,717.8846099,108.1033761,77605.75,376590,3451011
3264,2323.205408,,,1,722.7830736,64.9716992,46960.44444,377590,3451011
2344,3619.65001,1,0,,,,,378590,3451011
8938,3254.632469,3,0,,,,,379590,3451011
5241,5491.766195,,,1,1820.854167,26.66666667,48556.11111,380590,3451011
137,3243.748983,,,6,1250.78746,36.99509428,46273,381590,3451011
2493,6064.725147,,,,,,,382590,3451011
4657,6718.73197,,,,,,,383590,3451011
200,769.3445612,,,,,,,384590,3451011
200,2315.720354,,,,,,,385590,3451011
291,401.3181128,,,,,,,315590,3452011
291,91.21502304,,,,,,,316590,3452011
258,193.0184994,1,0,,,,,317590,3452011
133,471.0604275,,,,,,,318590,3452011
1137,2641.108496,1,0,,,,,319590,3452011
5043,2403.162664,4,27,,,,,320590,3452011
4512,4839.100275,56,15,,,,,321590,3452011
2005,2840.60284,,,2,628.278,41.66666667,26178.25,322590,3452011
168,3118.671925,1,0,,,,,323590,3452011
196,1552.241137,2,0,,,,,324590,3452011
250,2026.636904,2,0,,,,,325590,3452011
274,4407.754141,5,75,,,,,326590,3452011
291,2858.296262,,,,,,,327590,3452011
306,1572.061023,2,11,,,,,328590,3452011
295,5197.161076,14,0,,,,,329590,3452011
2672,5000.79086,13,11,,,,,330590,3452011
331,3382.8072,5,0,1,1362.65125,25.3164557,34497.5,331590,3452011
314,1541.724929,,,3,965.4796123,36.11089545,34864.33333,332590,3452011
1723,3692.881432,6,0,,,,,333590,3452011
12532,6572.481095,16,11,,,,,334590,3452011
15715,3800.416519,1,0,,,,,335590,3452011
146,3033.946116,,,,,,,336590,3452011
3212,5348.284975,76,0,1,692.3950947,98.37408419,68113.73333,337590,3452011
4774,3826.437707,339,0,1,666.6805654,105.615389,70411.72727,338590,3452011
5781,10329.61513,33,0,1,729.9563024,80.18674267,58532.81818,339590,3452011
10487,5975.620254,7,0,,,,,340590,3452011
12997,1365.91255,7,28,,,,,341590,3452011
18859,11865.29098,24,0,,,,,342590,3452011
13832,14483.72726,36,39,5,649.9761231,75.23148148,48898.66667,343590,3452011
13832,15923.2833,108,85,11,794.6231458,74.27262887,59018.75,344590,3452011
13832,17907.68907,228,0,19,653.4048109,77.99758917,50964,345590,3452011
13832,13564.79148,134,35,16,430.6808826,130.4872894,56198.38095,346590,3452011
13832,13076.63899,113,312,7,540.5182969,132.2147217,71464.47619,347590,3452011
20666,10310.40224,147,139,13,604.4853432,137.9271104,83374.91667,348590,3452011
20666,14269.59168,197,185,9,884.6715436,100.032606,88496,349590,3452011
20666,13970.89129,539,24,28,831.2232967,118.7617099,98717.5,350590,3452011
20666,11316.74802,411,0,41,1015.555927,114.548689,116330.6,351590,3452011
19001,8302.281657,136,0,47,653.1598511,118.3913859,77328.5,352590,3452011
11465,4737.152966,60,0,16,851.5016535,93.55119826,79659,353590,3452011
14322,5914.798306,52,64,,,,,354590,3452011
18678,9448.968402,70,33,,,,,355590,3452011
18687,9879.425729,3,60,,,,,356590,3452011
18687,11220.2046,89,0,,,,,357590,3452011
18687,9822.016248,20,0,14,606.3008216,95.4772981,57887.96429,358590,3452011
21435,11930.87386,16,82,22,930.6658019,71.37094741,66422.5,359590,3452011
21435,4566.500842,30,20,16,517.4654028,115.7560108,59899.73077,360590,3452011
18687,6234.518533,46,0,10,684.9806502,99.70337658,68294.88372,361590,3452011
14909,11899.7131,32,44,12,755.6142454,85.36154578,64500.4,362590,3452011
10931,8449.92674,7,0,21,1137.222252,49.24314477,56000.4,363590,3452011
20755,8815.250955,3,38,,,,,364590,3452011
10335,12441.24279,41,26,,,,,365590,3452011
3646,18543.51029,13,97,,,,,366590,3452011
3646,12697.36917,6,0,,,,,367590,3452011
17460,9504.882296,2,34,,,,,368590,3452011
7278,6266.952681,17,56,5,0,1,43017.57143,369590,3452011
9871,4167.933983,,,4,356.5768684,127.0357222,45298,370590,3452011
6840,2828.104219,1,15,,,,,371590,3452011
1441,9031.808028,15,100,,,,,372590,3452011
6554,12098.99062,13,130,2,527.4836496,87.81224172,46319.52174,373590,3452011
13707,17057.83365,80,28,4,556.9653262,84.16390176,46876.375,374590,3452011
2984,12005.82998,89,68,31,625.8691308,66.10124263,41370.72727,375590,3452011
180,12310.52189,39,0,25,786.8922902,57.66015743,45372.33333,376590,3452011
180,4877.520684,,,20,285.1181009,120.3571429,34316,377590,3452011
2015,1842.082635,,,,,,,378590,3452011
2015,4218.27878,1,122,,,,,379590,3452011
5072,4109.53955,,,,,,,380590,3452011
115,790.9781326,16,80,,,,,381590,3452011
104,3966.271154,3,0,,,,,382590,3452011
68,1323.796307,,,,,,,383590,3452011
170,2535.12257,,,,,,,384590,3452011
200,0,,,,,,,385590,3452011
210,816.5778256,,,,,,,315590,3453011
331,3142.179167,,,,,,,316590,3453011
331,4675.259585,,,,,,,317590,3453011
322,1879.453766,2,0,1,886.1057719,42.47386094,37636.33333,318590,3453011
4010,2586.633427,,,,,,,319590,3453011
2444,2240.958763,,,,,,,320590,3453011
2595,5441.455691,,,,,,,321590,3453011
2123,3529.824574,,,,,,,322590,3453011
532,5219.639272,,,,,,,323590,3453011
267,1476.450918,,,,,,,324590,3453011
101,2236.677764,,,,,,,325590,3453011
265,9114.783093,178,20,,,,,326590,3453011
311,3231.392971,3,0,8,670.6374269,44.01133291,29515.64706,327590,3453011
301,1086.851413,,,,,,,328590,3453011
176,1794.54847,2,0,,,,,329590,3453011
239,4521.459603,65,0,,,,,330590,3453011
329,2851.793699,24,30,,,,,331590,3453011
327,3386.0909,1,0,1,883.2871514,38.47286047,33982.58333,332590,3453011
112,2535.014733,22,0,,,,,333590,3453011
3388,7487.031799,16,0,,,,,334590,3453011
3544,4899.109648,6,0,,,,,335590,3453011
0,6462.235557,17,59,1,688.5899839,151.3925764,104247.4118,336590,3453011
2722,10827.43545,33,0,,,,,337590,3453011
4493,4508.018464,167,70,,,,,338590,3453011
4493,14817.50117,78,30,,,,,339590,3453011
2367,3999.555793,70,0,,,,,340590,3453011
9810,721.5445039,17,62,,,,,341590,3453011
17340,9386.272512,12,202,,,,,342590,3453011
18859,16581.60062,22,0,,,,,343590,3453011
18859,13631.05201,7,278,7,308.3967814,104.267591,32155.78947,344590,3453011
18859,9213.42696,21,0,10,899.0397129,69.53011356,62510.33333,345590,3453011
13832,14636.38606,276,319,9,519.5409547,109.8315724,57062,346590,3453011
18859,16068.14438,248,0,32,511.3011918,159.4740772,81539.28571,347590,3453011
18859,9380.183824,184,92,16,680.4162475,145.1623674,98770.83333,348590,3453011
20666,12151.81146,241,56,46,726.4598525,105.1317561,76374,349590,3453011
20666,14640.51078,275,156,26,578.8303577,124.0846383,71823.95556,350590,3453011
20666,11438.77122,195,0,25,897.1037934,112.0331903,100505.4,351590,3453011
20543,9448.849047,206,0,45,994.8902554,109.035393,108478.25,352590,3453011
36929,10662.19909,234,0,51,937.291188,106.824623,100125.7778,353590,3453011
27201,8812.627678,377,48,54,730.3790749,122.1475301,89214,354590,3453011
39080,12576.54237,140,0,39,710.1316302,118.2189279,83951,355590,3453011
18408,8561.194975,34,0,15,1124.186108,96.57119871,108564,356590,3453011
18687,11533.41967,64,25,2,954.9680206,112.7711061,107692.8,357590,3453011
18687,12686.94407,29,0,28,523.3909478,111.373775,58292.02564,358590,3453011
21435,9968.366675,31,0,14,577.6076247,105.099461,60706.25,359590,3453011
21435,8051.62233,70,22,9,698.2944878,83.10963499,58035,360590,3453011
18687,8276.327695,36,10,4,452.768586,135.6366186,61412,361590,3453011
17661,4704.699619,111,0,16,610.0540148,101.9975256,62224,362590,3453011
14853,6130.518604,4,0,15,819.1406501,69.08734171,56592.25,363590,3453011
21435,17950.79193,72,204,2,861.2439277,72.6296848,62551.875,364590,3453011
14204,11347.39846,15,0,2,805.2940657,89.81501675,72327.5,365590,3453011
16895,8608.639127,175,112,8,724.1164595,123.379325,89341,366590,3453011
15597,15797.54303,108,0,1,660.3551816,135.8803387,89729.28571,367590,3453011
20774,11409.62491,15,32,12,1280.975701,43.1077654,55220,368590,3453011
8431,15387.95629,62,59,4,363.6790841,144.3733701,52505.575,369590,3453011
9927,4974.814502,,,7,490.7449247,105.0013556,51528.88235,370590,3453011
15144,9305.550247,32,0,,,,,371590,3453011
14344,4705.104375,1,0,3,1286.3038,45.66210046,58735.33333,372590,3453011
14344,4217.773725,5,504,4,610.3915541,62.06950235,37886.7,373590,3453011
19696,8424.798697,13,0,11,1073.901176,45.56517965,48932.5,374590,3453011
18687,7397.011418,28,48,33,874.224158,57.03864626,49864.5625,375590,3453011
15511,4662.078824,11,0,22,600.8654327,57.02108681,34262,376590,3453011
1406,2930.074496,1,0,8,931.0447173,48.25654361,44929,377590,3453011
180,4980.051865,,,1,946.8668241,39.92303779,37801.8,378590,3453011
180,1929.024332,4,69,,,,,379590,3453011
96,2626.326485,1,0,,,,,380590,3453011
92,3371.639563,,,,,,,381590,3453011
102,3203.943943,,,,,,,382590,3453011
153,808.9387102,,,,,,,383590,3453011
170,421.5795748,,,,,,,384590,3453011
315,0,,,,,,,315590,3454011
331,1209.201198,,,,,,,316590,3454011
2084,3407.217663,,,,,,,317590,3454011
3420,2011.655772,2,0,,,,,318590,3454011
763,3903.198563,2,0,,,,,319590,3454011
426,2279.169646,,,,,,,320590,3454011
331,2463.626149,,,,,,,321590,3454011
405,3244.100838,,,,,,,322590,3454011
565,2078.207238,,,,,,,323590,3454011
300,596.4097633,,,,,,,324590,3454011
150,2150.625972,,,,,,,325590,3454011
312,2454.942017,4,0,,,,,326590,3454011
331,353.4690505,1,0,5,751.0152761,47.61476962,35759.41935,327590,3454011
240,1535.438878,,,,,,,328590,3454011
44,3752.546721,3,0,,,,,329590,3454011
104,6395.7206,30,0,,,,,330590,3454011
67,4980.627293,32,69,,,,,331590,3454011
186,3420.036574,11,0,,,,,332590,3454011
186,4495.896394,4,0,,,,,333590,3454011
0,1730.637341,2,0,,,,,334590,3454011
686,7635.384957,55,0,1,516.4673684,127.9141801,66063.5,335590,3454011
336,11822.70029,63,18,4,500.3004913,109.1044301,54585,336590,3454011
172,9849.929717,25,69,6,686.0869397,62.3053138,42746.86207,337590,3454011
2579,18509.34361,63,24,6,721.6946512,59.04177937,42610.13636,338590,3454011
2654,7794.077535,5,0,2,649.808978,126.4882583,82193.20588,339590,3454011
2151,3214.293802,,,1,675.2624695,110.7983982,74818,340590,3454011
8845,4040.204411,5,0,,,,,341590,3454011
18297,11444.53383,17,0,,,,,342590,3454011
18859,19489.98412,125,0,1,818.5785203,68.92875711,56423.6,343590,3454011
18859,18135.77818,158,119,22,863.0815611,71.27252252,61514,344590,3454011
18859,12702.55528,149,111,19,874.0309192,84.16407061,73562,345590,3454011
18859,16646.9427,229,45,19,955.1484494,68.3982684,65330.5,346590,3454011
18859,12838.26726,906,0,26,536.4711969,122.1599334,65535.28571,347590,3454011
18859,12049.09977,223,0,17,605.0862841,154.416476,93435.29167,348590,3454011
18859,11152.78774,429,12,28,674.6208485,103.7353058,69982,349590,3454011
20666,12297.00058,200,0,93,800.3627156,113.0862273,90510,350590,3454011
20666,8609.571974,352,221,47,707.4670588,128.6533399,91018,351590,3454011
20666,11336.69718,385,26,33,808.4894128,143.9227257,116360,352590,3454011
36929,14432.97486,895,0,41,762.031325,148.2681831,112985,353590,3454011
35036,12594.8867,340,0,48,622.9145694,166.5533367,103748.5,354590,3454011
35036,10335.69929,285,35,66,863.2846962,117.9116466,101791.32,355590,3454011
13106,11186.71614,104,0,47,659.612029,132.865224,87639.5,356590,3454011
18687,6855.566271,16,0,21,763.565503,163.452469,124806.6667,357590,3454011
18687,11938.3138,158,27,8,529.4577669,130.3783562,69029.83333,358590,3454011
21435,10984.54374,123,0,22,495.9741806,94.67226689,46955,359590,3454011
21435,7552.420987,30,136,15,639.9531287,123.3192993,78918.57143,360590,3454011
16510,13470.88484,31,0,17,927.3282016,81.67119243,75736,361590,3454011
10655,14760.00131,239,118,28,621.6116321,172.036376,106939.8125,362590,3454011
19324,8233.301262,2,459,1,830.3023718,121.7291476,101072,363590,3454011
18687,12929.43326,8,137,,,,,364590,3454011
10933,14137.78011,10,41,5,212.9245016,357.1462244,76045.18182,365590,3454011
20856,15927.89306,88,0,,,,,366590,3454011
20856,11872.79867,11,0,,,,,367590,3454011
20111,11578.5589,35,75,5,686.5977049,62.44704825,42876,368590,3454011
14647,6545.704294,7,0,5,779.9886342,67.91794123,52975.22222,369590,3454011
103,8265.355257,6,89,,,,,370590,3454011
117,9312.757729,62,0,3,771.610324,115.1042613,88815.63636,371590,3454011
3182,10246.60313,29,27,9,637.638769,92.80361869,59175.18519,372590,3454011
5726,2789.969523,,,4,705.4317271,70.92110842,50030,373590,3454011
14890,5009.548596,15,111,,,,,374590,3454011
20517,4834.678827,2,66,,,,,375590,3454011
9778,3436.680809,1,0,1,825.7210365,43.46555249,35890.42105,376590,3454011
1441,2627.961859,2,0,,,,,377590,3454011
178,5538.902511,7,0,,,,,378590,3454011
138,4430.044116,,,,,,,379590,3454011
122,2004.017783,,,,,,,380590,3454011
86,4378.965823,4,100,,,,,381590,3454011
141,4928.438116,3,110,,,,,382590,3454011
153,1496.49241,,,,,,,383590,3454011
331,0,,,,,,,314590,3455011
331,800.6385376,,,,,,,315590,3455011
317,1053.411572,,,,,,,316590,3455011
394,4192.571869,23,0,,,,,317590,3455011
933,11263.73097,30,80,1,790.7593333,31.91489362,25237,318590,3455011
226,11932.98823,5,20,,,,,319590,3455011
331,1028.271328,,,1,760.4626087,31.08108108,23636,320590,3455011
290,2447.886196,,,,,,,321590,3455011
301,2748.272032,3,0,,,,,322590,3455011
331,1975.411754,,,,,,,323590,3455011
331,2041.971953,,,,,,,324590,3455011
326,2524.317232,,,,,,,325590,3455011
331,1796.431426,,,,,,,326590,3455011
331,1875.595627,,,,,,,327590,3455011
331,2341.590132,3,0,,,,,328590,3455011
262,5834.477934,3,448,,,,,329590,3455011
310,3410.747395,1,0,,,,,330590,3455011
312,3397.771854,,,,,,,331590,3455011
182,5065.996067,3,0,,,,,332590,3455011
276,4388.488307,,,,,,,333590,3455011
0,2090.990209,1,0,,,,,334590,3455011
2606,2716.817829,7,0,,,,,335590,3455011
1413,6041.417446,7,90,2,556.8872581,114.6255352,63833.5,336590,3455011
0,6711.287402,,,5,560.970148,85.87266216,48172,337590,3455011
0,8721.603409,29,58,1,785.7771569,58.66254837,46095.69048,338590,3455011
0,3384.282011,12,23,4,786.4230505,61.42266554,48304.2,339590,3455011
815,7678.923831,11,0,2,659.1894631,107.5234622,70878.33333,340590,3455011
12829,4602.261669,12,0,,,,,341590,3455011
18859,12988.71456,75,0,,,,,342590,3455011
18859,13953.13328,147,0,3,934.1809339,73.28237766,68459,343590,3455011
18859,10441.00498,137,0,21,698.1186681,81.28095207,56743.75,344590,3455011
18859,10069.90318,147,44,19,623.0311673,97.39717188,60681.47368,345590,3455011
18859,14565.58257,99,59,19,562.8603984,212.9202469,119844.375,346590,3455011
18859,13955.50155,140,3,26,766.4702408,94.47581412,72412.9,347590,3455011
18859,9796.525648,681,11,43,463.1556604,151.4285714,70135,348590,3455011
18859,11516.86171,297,0,36,681.2038131,108.645898,74010,349590,3455011
20666,10261.87517,342,74,83,793.2755668,108.1162758,85766,350590,3455011
20666,10871.02083,632,15,53,573.8156597,121.789984,69885,351590,3455011
36929,12104.46634,972,41,37,637.9645,202.5316456,129208,352590,3455011
36929,8650.240324,560,28,30,650.1446372,178.5974382,116114.1667,353590,3455011
35036,14047.24828,803,197,26,594.839363,183.1654171,108954,354590,3455011
35036,11221.05328,203,0,30,746.8456937,149.0836741,111342.5,355590,3455011
12512,14431.49825,93,27,57,521.8803419,168.8356371,88112,356590,3455011
18687,5501.878455,74,131,37,791.1372819,117.2380139,92751.36364,357590,3455011
18687,12124.96091,73,44,3,611.0230857,179.2293537,109513.2727,358590,3455011
21435,13865.20614,183,39,34,699.2068572,195.1549537,136453.6818,359590,3455011
21435,10029.61302,66,62,13,539.5978457,128.2013782,69177.1875,360590,3455011
21435,11798.02926,12,0,3,721.9356128,118.3177932,85417.82857,361590,3455011
19570,13362.95744,8,1150,4,693.2705352,163.6626601,113462.5,362590,3455011
11171,12370.68132,,,1,774.3370464,189.8684088,147022.1429,363590,3455011
18015,5811.380222,,,6,728.8174433,109.8224264,80040.5,364590,3455011
21362,7919.4116,11,20,2,729.7406645,159.9746399,116740,365590,3455011
18687,11412.0679,14,0,1,655.2206619,67.83597419,44447.53191,366590,3455011
19856,11311.98577,11,42,,,,,367590,3455011
5955,13856.45054,12,49,10,519.2440238,116.6090401,60548.54717,368590,3455011
2293,16323.62092,17,24,8,608.3542132,99.12810447,60305,369590,3455011
799,11518.93914,,,,,,,370590,3455011
1147,9910.228385,2,71,7,808.5203914,75.17667537,60781.875,371590,3455011
108,5457.060067,,,4,828.7259938,112.1147408,92912.4,372590,3455011
11054,2577.702983,,,,,,,373590,3455011
18008,3369.188812,4,0,,,,,374590,3455011
11547,1015.330174,10,0,,,,,375590,3455011
155,1071.67972,,,,,,,376590,3455011
87,6162.890306,1,0,,,,,377590,3455011
107,3636.94431,2,0,,,,,378590,3455011
131,3126.73205,1,0,1,864.2011528,36.78337002,31788.23077,379590,3455011
156,997.2801723,,,,,,,380590,3455011
18,2677.213492,,,,,,,381590,3455011
141,990.6237158,,,,,,,382590,3455011
331,0,,,,,,,314590,3456011
331,210.3624321,,,,,,,315590,3456011
205,1160.595417,,,,,,,316590,3456011
119,1807.287898,,,,,,,317590,3456011
97,2125.390793,,,,,,,318590,3456011
317,1115.775881,,,,,,,319590,3456011
281,125.6850895,,,1,947.0697769,23.2645813,22033.18182,320590,3456011
281,2504.019034,,,,,,,321590,3456011
314,2681.13821,,,,,,,322590,3456011
301,1258.853633,,,,,,,323590,3456011
314,1097.06844,,,,,,,324590,3456011
331,2340.284953,,,,,,,325590,3456011
331,1200.912805,,,,,,,326590,3456011
331,980.5311778,,,,,,,327590,3456011
331,2335.885334,2,17,,,,,328590,3456011
283,2969.339675,7,0,,,,,329590,3456011
278,6638.271617,27,20,,,,,330590,3456011
285,2369.143028,36,38,1,1024.90435,39.23258505,40209.64706,331590,3456011
330,3783.585726,5,0,,,,,332590,3456011
0,2771.999679,1,0,,,,,333590,3456011
988,3659.504441,,,,,,,334590,3456011
5422,4348.083575,10,0,,,,,335590,3456011
0,2671.649428,,,,,,,336590,3456011
0,5433.455379,1,0,2,808.6703645,51.79832793,41887.77273,337590,3456011
0,3878.90484,4,0,,,,,338590,3456011
1752,6022.583696,15,0,1,551.864168,88.60417019,48897.46667,339590,3456011
1688,14068.91938,57,84,1,552.82843,66.38406784,36699,340590,3456011
15928,9972.259636,30,0,5,719.6958346,55.20173443,39728.45833,341590,3456011
18859,5609.598123,171,22,,,,,342590,3456011
18859,9917.220818,38,20,,,,,343590,3456011
18859,7788.245574,25,0,9,600.4231966,98.56758282,59182.26316,344590,3456011
18859,6660.579824,49,0,4,696.1709999,79.83922055,55581.75,345590,3456011
18859,6707.663034,146,18,3,743.6755754,83.5006157,62097.36842,346590,3456011
18203,12341.91954,64,11,1,674.6059397,96.54228664,65128,347590,3456011
18859,10214.11698,144,0,19,548.5504207,121.7375613,66779.19048,348590,3456011
16426,12544.25397,530,14,29,570.6382876,123.6937243,70584.375,349590,3456011
38393,10467.17661,390,0,55,1609.450667,50.67567568,81560,350590,3456011
20666,13427.63673,1205,17,45,614.8595547,126.5931373,77837,351590,3456011
36929,14010.45462,1049,0,22,569.5217932,159.8103902,91015.5,352590,3456011
36929,9440.089622,561,60,28,493.8196827,181.2726449,89516,353590,3456011
36929,9309.285084,1186,45,24,583.267396,203.9388237,118950.8667,354590,3456011
35036,11882.94953,359,22,8,798.773338,207.0374562,165376,355590,3456011
35036,6930.593628,186,22,10,594.2230939,159.0106653,94487.80952,356590,3456011
11289,15569.768,46,38,26,707.7844022,150.3443699,106411.4,357590,3456011
